air_temperature,air_humidity,soil_moisture,solar_radiation,ndvi,days_since_rain,wind_speed,risk_class
25.4,56.5,19.5,751.0,0.558,9.0,3.1,2
22.1,58.9,39.0,512.0,0.708,15.0,9.0,0
22.0,30.6,42.9,807.0,0.728,7.0,14.0,0
21.7,85.4,15.1,521.0,0.78,3.0,13.3,1
20.7,46.1,50.2,151.0,0.312,3.0,2.7,1
39.7,78.5,50.2,673.0,0.587,5.0,3.9,0
27.8,48.8,53.6,440.0,0.428,5.0,12.4,0
31.3,48.7,42.8,452.0,0.721,2.0,13.2,0
23.1,81.8,48.2,258.0,0.751,3.0,2.5,0
24.9,77.9,73.0,812.0,0.571,10.0,12.4,0
21.7,63.8,33.2,426.0,0.489,13.0,9.0,0
10.1,73.7,21.3,804.0,0.727,5.0,7.7,1
17.7,54.8,13.5,442.0,0.596,0.0,26.6,2
15.1,59.8,66.1,353.0,0.877,9.0,8.3,0
12.5,48.1,66.3,758.0,0.939,1.0,6.0,0
18.8,76.3,23.2,507.0,0.8,2.0,16.3,0
33.9,47.5,26.4,509.0,0.662,6.0,15.9,2
25.7,86.7,32.8,289.0,0.949,15.0,22.6,0
33.7,54.3,57.6,438.0,0.663,11.0,15.1,0
28.5,60.4,17.4,597.0,0.534,10.0,14.7,1
30.7,73.7,6.5,286.0,0.498,6.0,9.6,2
20.6,60.4,72.7,423.0,0.493,2.0,37.3,0
29.1,54.6,43.0,444.0,0.619,14.0,4.1,0
30.4,59.5,45.3,532.0,0.703,2.0,13.4,0
22.5,76.1,34.7,786.0,0.365,8.0,3.7,1
29.4,48.1,45.5,466.0,0.539,7.0,9.5,0
29.4,57.7,13.8,396.0,0.658,2.0,9.3,1
22.7,60.2,24.5,1014.0,0.736,1.0,9.5,0
19.3,75.6,39.7,442.0,0.615,10.0,1.6,0
18.9,58.2,3.0,486.0,0.664,7.0,6.7,2
26.5,92.5,33.2,456.0,0.397,13.0,41.8,1
28.0,57.2,32.2,470.0,0.456,8.0,10.4,0
21.2,55.7,33.2,534.0,0.609,7.0,18.8,0
26.2,56.9,29.2,686.0,0.712,1.0,12.4,0
29.4,36.3,22.1,593.0,0.662,7.0,34.5,1
29.7,41.3,8.8,714.0,0.467,6.0,12.5,2
35.3,50.4,40.3,708.0,0.577,8.0,10.4,0
33.7,80.4,33.2,558.0,0.892,6.0,2.9,0
20.0,59.4,16.0,588.0,0.718,6.0,3.0,1
36.1,51.3,39.0,720.0,0.591,6.0,5.8,1
22.8,82.1,33.3,320.0,0.435,4.0,8.1,0
32.3,87.9,30.6,970.0,0.492,10.0,3.3,1
26.4,82.6,3.5,428.0,0.621,31.0,10.3,2
23.5,44.6,48.9,457.0,0.67,2.0,10.0,0
15.2,51.1,18.3,302.0,0.722,3.0,28.8,1
25.0,92.6,39.0,307.0,0.69,10.0,31.6,0
16.6,64.3,25.1,695.0,0.553,5.0,16.3,1
31.8,55.2,31.8,929.0,0.528,4.0,16.7,2
35.1,72.9,56.4,418.0,0.95,1.0,21.0,0
21.2,78.1,46.5,583.0,0.52,3.0,12.5,1
27.8,49.7,56.1,560.0,0.387,3.0,21.7,1
21.6,63.9,43.3,700.0,0.325,1.0,2.6,0
22.2,76.7,44.3,919.0,0.556,12.0,18.0,0
30.6,39.1,9.5,794.0,0.789,7.0,3.5,2
25.8,60.2,32.9,477.0,0.516,29.0,4.0,0
36.4,39.9,34.4,615.0,0.886,8.0,20.8,1
23.1,42.3,57.6,633.0,0.619,2.0,5.3,0
32.0,49.9,29.9,516.0,0.82,8.0,4.1,0
26.6,68.6,42.2,323.0,0.484,9.0,13.2,0
30.8,54.2,41.6,376.0,0.486,4.0,4.8,1
23.3,48.3,56.5,727.0,0.636,9.0,4.1,0
25.7,60.9,35.9,745.0,0.707,9.0,2.3,0
25.3,39.4,51.2,483.0,0.588,3.0,6.5,0
21.0,67.7,10.7,567.0,0.673,10.0,16.2,1
30.0,80.4,12.2,736.0,0.726,8.0,18.0,2
29.9,58.6,3.0,213.0,0.364,6.0,7.8,2
29.6,56.4,50.6,440.0,0.559,7.0,28.4,1
35.2,66.7,48.8,883.0,0.527,2.0,13.7,0
34.7,23.5,52.3,574.0,0.535,16.0,21.1,1
23.8,69.7,27.2,317.0,0.693,5.0,5.9,0
28.2,100.0,29.0,541.0,0.529,5.0,7.3,1
22.3,57.8,36.1,704.0,0.259,8.0,8.2,1
26.1,57.9,61.1,62.0,0.577,27.0,7.2,0
22.4,73.4,65.1,552.0,0.428,11.0,0.8,0
35.7,89.6,50.7,453.0,0.709,5.0,9.9,0
28.2,77.5,43.3,224.0,0.765,8.0,12.4,0
24.7,21.2,59.4,535.0,0.229,8.0,11.8,2
33.2,70.1,33.9,495.0,0.481,6.0,30.6,1
13.0,100.0,31.7,516.0,0.684,2.0,32.2,0
13.9,71.2,35.9,457.0,0.366,11.0,1.6,1
30.8,39.2,22.3,336.0,0.761,4.0,24.8,1
26.4,65.1,35.2,258.0,0.809,3.0,29.4,0
27.5,36.9,20.1,396.0,0.591,5.0,1.1,2
18.0,82.2,54.4,675.0,0.481,13.0,15.8,1
25.9,42.8,46.7,562.0,0.204,4.0,10.1,1
38.0,61.3,60.9,508.0,0.767,6.0,28.4,0
30.9,44.6,11.9,333.0,0.95,22.0,27.1,2
27.0,50.2,68.4,453.0,0.943,5.0,52.8,0
23.4,86.8,12.8,653.0,0.585,6.0,16.2,2
23.6,61.9,18.8,611.0,0.423,6.0,14.1,1
13.2,49.9,28.1,434.0,0.771,5.0,4.8,0
27.5,39.4,58.9,50.0,0.597,6.0,6.3,1
31.1,26.3,41.6,399.0,0.706,7.0,14.7,1
16.5,37.5,34.1,433.0,0.674,4.0,6.1,0
22.0,62.0,25.3,357.0,0.637,1.0,10.1,0
19.1,77.6,16.0,446.0,0.805,2.0,1.9,1
20.2,49.9,56.1,667.0,0.812,6.0,10.6,0
26.3,88.3,50.8,513.0,0.526,17.0,1.3,0
13.5,47.1,59.6,698.0,0.454,5.0,20.5,0
29.7,55.7,44.3,248.0,0.17,8.0,11.1,1
30.5,40.6,3.0,465.0,0.558,14.0,5.7,2
24.5,77.8,18.1,171.0,0.423,9.0,8.6,1
11.1,97.8,45.4,443.0,0.695,6.0,6.2,0
20.0,28.3,32.1,332.0,0.56,6.0,4.5,1
33.4,53.8,29.1,751.0,0.579,4.0,6.9,0
9.3,82.8,20.3,594.0,0.766,11.0,6.9,2
23.9,34.0,53.2,703.0,0.692,13.0,7.9,1
18.9,70.2,45.3,443.0,0.599,0.0,0.7,0
30.8,82.0,46.0,336.0,0.924,11.0,21.7,0
21.9,61.4,27.9,331.0,0.753,9.0,22.0,1
28.4,69.9,40.8,568.0,0.545,5.0,9.4,0
29.4,91.7,16.6,846.0,0.553,4.0,33.3,2
37.0,95.1,35.9,594.0,0.762,9.0,7.3,1
24.8,58.9,3.0,453.0,0.657,2.0,10.4,1
28.3,50.4,12.9,486.0,0.418,5.0,14.0,2
17.1,43.4,32.8,514.0,0.781,8.0,10.2,0
33.1,77.6,76.0,885.0,0.846,15.0,5.7,1
21.4,35.3,9.2,742.0,0.833,19.0,9.8,2
22.6,55.5,18.1,567.0,0.898,3.0,2.6,0
25.9,61.8,41.5,540.0,0.95,8.0,4.6,0
16.6,50.9,66.3,574.0,0.931,6.0,18.8,0
27.4,65.0,41.2,609.0,0.681,10.0,46.6,0
31.8,100.0,49.2,446.0,0.582,6.0,5.5,0
27.8,57.8,32.6,368.0,0.291,10.0,8.3,1
16.5,52.2,29.8,706.0,0.622,8.0,7.9,1
25.3,78.3,39.3,524.0,0.713,4.0,11.6,0
30.5,64.3,27.5,691.0,0.628,10.0,20.4,1
14.7,85.9,49.6,816.0,0.28,6.0,10.8,1
19.6,63.0,12.3,614.0,0.568,7.0,2.8,2
31.3,55.5,52.2,585.0,0.736,3.0,5.9,0
27.6,27.9,38.6,1096.0,0.435,5.0,12.8,2
28.5,30.8,34.6,557.0,0.65,15.0,7.2,1
37.2,27.0,11.7,324.0,0.698,4.0,7.4,2
28.8,66.8,22.3,469.0,0.821,19.0,7.6,1
29.9,35.5,57.2,799.0,0.928,7.0,9.3,0
42.3,82.6,34.7,287.0,0.552,8.0,4.3,2
24.7,60.5,42.5,385.0,0.653,4.0,18.5,0
21.2,55.6,23.9,719.0,0.659,11.0,2.7,0
28.6,44.8,37.5,471.0,0.737,2.0,12.6,0
28.6,71.2,16.0,500.0,0.717,5.0,6.2,1
22.8,45.5,39.6,713.0,0.877,4.0,10.2,0
19.8,42.3,43.9,391.0,0.2,2.0,24.2,1
39.9,81.4,43.1,256.0,0.695,10.0,23.9,1
28.0,66.4,23.5,270.0,0.708,5.0,20.1,1
21.6,55.8,32.5,625.0,0.578,7.0,27.2,0
31.5,71.5,46.6,567.0,0.212,4.0,41.8,2
25.3,60.2,34.6,395.0,0.609,11.0,18.6,0
24.5,66.9,33.4,311.0,0.492,8.0,14.0,1
29.4,45.3,68.5,471.0,0.922,16.0,4.3,0
18.2,97.3,22.8,721.0,0.688,4.0,15.8,2
28.1,49.6,55.3,370.0,0.477,4.0,10.6,0
37.5,88.0,19.5,401.0,0.251,9.0,31.0,2
28.8,56.6,48.5,306.0,0.726,18.0,17.4,0
23.7,74.5,49.3,454.0,0.745,4.0,3.5,0
23.0,73.2,29.8,581.0,0.581,1.0,12.3,0
23.5,80.6,18.5,901.0,0.729,2.0,19.0,1
24.5,44.9,6.5,559.0,0.557,15.0,10.4,2
23.7,79.4,28.2,510.0,0.812,5.0,41.0,1
31.5,93.2,46.4,675.0,0.799,20.0,17.0,0
15.6,55.3,20.8,645.0,0.325,3.0,4.4,2
31.2,60.6,39.6,416.0,0.369,9.0,4.1,0
23.7,50.6,14.4,934.0,0.95,9.0,5.1,2
28.3,53.8,34.3,516.0,0.788,2.0,6.5,1
19.2,90.8,19.6,563.0,0.393,2.0,10.0,1
34.0,41.9,36.8,619.0,0.337,5.0,13.0,1
33.5,43.0,30.0,582.0,0.657,10.0,24.3,0
31.8,89.0,19.0,795.0,0.414,8.0,18.6,2
16.9,71.2,27.5,414.0,0.563,6.0,7.6,1
31.0,98.2,23.1,661.0,0.611,5.0,7.6,0
28.4,51.9,17.0,550.0,0.604,1.0,17.9,2
16.4,62.3,55.3,697.0,0.823,3.0,6.5,0
25.9,48.1,32.2,481.0,0.95,1.0,14.8,0
28.2,62.6,3.0,457.0,0.534,8.0,2.4,2
29.3,28.1,28.0,652.0,0.416,2.0,13.4,1
27.1,72.3,52.6,584.0,0.69,14.0,12.1,0
27.7,65.8,25.8,372.0,0.914,7.0,6.6,1
34.8,59.0,62.0,762.0,0.547,3.0,3.1,0
33.4,53.0,24.3,652.0,0.773,13.0,2.6,2
8.8,43.9,46.1,507.0,0.469,2.0,11.4,1
24.1,73.1,54.6,436.0,0.624,2.0,12.9,0
25.0,38.9,45.2,586.0,0.411,3.0,1.4,1
15.5,69.2,16.0,639.0,0.622,13.0,1.3,2
26.6,97.3,22.9,233.0,0.599,20.0,3.7,2
33.5,86.7,56.7,588.0,0.729,1.0,4.2,0
19.5,32.9,25.1,637.0,0.94,36.0,5.3,2
28.0,50.3,53.6,97.0,0.55,10.0,11.5,1
20.5,67.6,31.1,555.0,0.26,4.0,20.2,1
22.0,58.7,40.3,645.0,0.584,9.0,20.4,0
34.9,34.8,15.8,625.0,0.674,13.0,15.9,2
22.7,66.9,28.3,664.0,0.656,3.0,19.7,0
28.8,59.8,24.0,461.0,0.592,13.0,4.4,1
14.8,94.5,41.6,333.0,0.888,6.0,15.6,0
37.2,55.4,39.5,196.0,0.645,1.0,17.1,0
29.6,81.0,45.4,717.0,0.601,10.0,2.1,0
24.9,37.2,30.2,647.0,0.48,17.0,24.5,1
29.5,41.5,23.1,730.0,0.306,9.0,17.7,2
17.5,73.0,40.9,389.0,0.679,2.0,5.9,0
33.1,79.5,21.5,665.0,0.664,9.0,1.7,2
24.1,42.8,55.3,250.0,0.429,8.0,11.3,1
24.8,60.4,36.2,363.0,0.612,9.0,7.5,0
23.1,35.1,32.8,543.0,0.594,1.0,3.0,0
22.5,56.7,45.4,639.0,0.508,1.0,9.9,0
30.2,75.1,36.8,822.0,0.477,4.0,6.6,0
27.5,52.2,11.5,477.0,0.693,12.0,17.8,2
29.9,55.5,21.0,364.0,0.579,10.0,1.3,2
25.9,39.7,54.9,355.0,0.514,12.0,19.1,0
29.1,48.3,39.3,396.0,0.465,9.0,9.3,1
23.5,91.6,11.1,920.0,0.597,11.0,15.7,2
39.4,61.3,43.6,656.0,0.786,8.0,25.9,1
16.6,42.0,29.1,720.0,0.657,6.0,13.1,1
33.6,54.3,24.0,477.0,0.577,10.0,18.9,1
34.2,31.2,19.7,520.0,0.676,2.0,2.4,2
20.9,41.7,54.0,646.0,0.866,3.0,2.7,0
39.4,84.5,6.6,429.0,0.708,2.0,7.4,2
32.0,57.4,24.6,468.0,0.667,7.0,5.6,1
31.8,94.0,39.9,399.0,0.735,2.0,13.9,0
26.2,58.3,63.3,439.0,0.592,1.0,13.9,0
24.7,59.4,46.9,529.0,0.653,2.0,22.1,0
24.7,71.5,24.5,372.0,0.532,17.0,9.3,1
28.3,11.9,62.5,571.0,0.341,7.0,2.4,1
34.4,63.7,16.3,571.0,0.682,13.0,22.2,2
27.1,59.1,42.2,488.0,0.682,1.0,21.5,0
20.5,86.7,45.8,371.0,0.568,9.0,7.5,0
30.9,77.4,23.9,539.0,0.806,2.0,21.9,1
31.5,39.6,49.2,429.0,0.49,9.0,2.1,1
29.9,82.4,29.8,528.0,0.301,12.0,8.0,2
30.5,55.3,49.1,718.0,0.495,10.0,3.6,1
24.4,43.7,8.6,294.0,0.343,7.0,18.5,2
20.4,63.5,43.4,911.0,0.681,16.0,5.7,0
20.8,56.4,31.4,507.0,0.485,12.0,20.2,1
16.2,87.7,56.4,594.0,0.797,3.0,3.3,0
27.4,66.1,37.3,385.0,0.793,2.0,36.4,0
25.5,63.7,58.0,726.0,0.454,28.0,7.4,1
23.4,76.2,46.1,497.0,0.475,4.0,6.8,0
8.3,79.7,36.0,449.0,0.716,6.0,17.6,0
18.5,74.1,50.6,416.0,0.796,3.0,13.1,0
32.7,85.6,50.7,472.0,0.258,11.0,7.5,1
22.0,71.0,45.6,595.0,0.671,3.0,6.6,0
28.2,63.0,3.0,551.0,0.224,6.0,29.2,2
17.7,82.3,22.3,513.0,0.521,9.0,8.9,1
34.6,58.4,60.1,392.0,0.817,4.0,9.1,0
25.1,60.6,17.9,382.0,0.95,9.0,3.3,1
27.7,91.0,52.1,437.0,0.577,19.0,25.0,0
40.0,89.2,49.3,603.0,0.396,8.0,4.4,1
35.1,59.9,26.4,639.0,0.528,10.0,4.0,1
24.2,51.8,6.1,663.0,0.632,5.0,19.2,2
22.4,86.3,28.9,520.0,0.499,4.0,0.2,0
24.0,74.4,71.2,589.0,0.454,2.0,11.1,1
29.1,65.7,24.2,490.0,0.543,7.0,6.7,1
25.4,54.2,25.3,206.0,0.691,13.0,8.2,1
23.6,66.0,22.0,481.0,0.59,10.0,4.5,1
34.8,59.6,57.4,452.0,0.461,4.0,5.6,0
25.3,48.0,34.1,333.0,0.499,5.0,1.4,0
39.8,62.3,28.0,418.0,0.546,19.0,17.6,2
26.5,64.8,60.6,544.0,0.44,9.0,7.5,0
36.7,53.2,47.3,316.0,0.493,11.0,20.2,1
28.1,76.3,23.3,392.0,0.736,12.0,39.7,1
31.8,83.2,18.4,799.0,0.579,5.0,3.4,2
21.7,77.5,56.5,232.0,0.304,4.0,15.1,1
20.9,55.0,38.3,487.0,0.804,4.0,3.9,0
28.8,73.6,13.2,310.0,0.695,4.0,5.0,1
31.9,61.4,9.5,385.0,0.371,17.0,8.8,2
26.2,37.8,20.1,484.0,0.554,6.0,35.4,2
18.3,72.1,18.2,342.0,0.477,15.0,7.0,2
17.8,62.6,5.3,623.0,0.742,6.0,8.6,1
17.4,100.0,20.4,763.0,0.553,6.0,11.1,1
15.4,86.2,23.3,672.0,0.607,1.0,8.5,1
26.7,72.8,30.6,704.0,0.586,4.0,3.4,0
32.8,64.5,65.1,272.0,0.354,17.0,21.4,1
25.9,62.9,33.7,476.0,0.873,17.0,6.4,0
12.4,41.9,35.3,604.0,0.739,4.0,2.3,0
24.9,28.7,46.1,677.0,0.485,1.0,11.9,1
25.0,44.3,34.2,836.0,0.655,3.0,22.4,0
38.6,59.1,44.4,712.0,0.795,4.0,4.5,0
17.3,22.1,42.5,681.0,0.63,4.0,7.6,0
23.7,50.2,40.0,994.0,0.9,4.0,9.1,0
36.2,55.5,82.3,537.0,0.95,7.0,6.0,0
28.7,56.1,52.6,468.0,0.597,3.0,9.3,0
29.4,48.1,20.7,552.0,0.515,6.0,28.5,2
26.7,53.9,43.9,355.0,0.442,8.0,9.5,0
28.0,91.0,25.3,532.0,0.222,4.0,13.9,2
30.7,71.9,45.1,209.0,0.845,7.0,6.8,0
21.1,49.9,16.0,425.0,0.556,19.0,11.7,1
31.3,58.8,20.3,499.0,0.778,10.0,12.8,1
17.8,59.5,43.5,691.0,0.814,9.0,16.8,0
28.0,46.2,54.0,720.0,0.425,5.0,6.2,2
27.1,46.2,46.0,347.0,0.452,4.0,7.9,0
22.3,78.2,51.7,894.0,0.934,6.0,18.1,0
25.9,52.4,44.0,547.0,0.607,9.0,6.7,1
22.3,40.3,40.8,563.0,0.501,8.0,3.4,0
19.6,59.2,29.9,229.0,0.432,7.0,6.0,1
23.9,62.1,51.0,408.0,0.595,12.0,17.7,0
19.4,24.5,54.4,709.0,0.891,9.0,19.6,0
27.9,59.3,37.0,551.0,0.743,11.0,15.4,0
19.1,75.6,36.1,539.0,0.653,3.0,21.9,0
30.3,68.1,63.5,561.0,0.906,2.0,27.0,1
18.9,100.0,37.7,260.0,0.871,18.0,16.1,0
22.6,82.5,39.2,503.0,0.68,1.0,8.4,0
22.3,86.1,45.7,773.0,0.95,2.0,2.5,0
34.0,100.0,36.4,716.0,0.575,5.0,3.2,1
28.0,73.6,24.9,497.0,0.818,15.0,4.7,1
24.7,62.9,44.0,801.0,0.549,2.0,20.1,0
29.0,77.5,37.4,293.0,0.783,1.0,5.1,0
13.4,49.9,67.5,345.0,0.575,3.0,5.0,0
25.7,61.9,50.6,855.0,0.703,4.0,5.5,0
38.0,48.3,28.5,624.0,0.95,7.0,9.3,1
26.8,67.2,49.7,468.0,0.791,9.0,11.9,0
26.4,48.3,42.9,510.0,0.706,12.0,11.9,0
29.3,47.6,59.0,375.0,0.481,2.0,5.7,0
31.4,67.4,29.6,570.0,0.654,0.0,19.2,1
14.0,57.5,41.0,556.0,0.439,7.0,8.8,0
15.9,25.3,36.4,524.0,0.78,2.0,17.4,0
27.3,33.8,38.9,311.0,0.775,4.0,9.8,0
21.7,39.3,23.8,568.0,0.588,5.0,5.5,1
33.9,44.1,47.2,425.0,0.919,4.0,6.9,0
24.1,67.5,44.7,343.0,0.894,1.0,4.5,0
14.4,63.9,58.6,748.0,0.647,7.0,2.2,0
18.4,79.2,37.8,911.0,0.722,22.0,10.7,0
9.5,73.6,31.4,870.0,0.514,6.0,3.9,1
24.6,79.3,50.6,637.0,0.571,25.0,2.8,0
24.9,71.0,25.3,472.0,0.426,1.0,16.8,1
23.5,63.8,55.4,507.0,0.534,3.0,22.9,0
32.5,79.8,55.3,593.0,0.601,20.0,5.0,0
33.2,76.5,58.1,444.0,0.321,3.0,63.3,1
25.0,66.8,44.0,757.0,0.724,8.0,16.4,1
13.2,82.9,30.2,154.0,0.804,6.0,10.6,0
29.7,17.8,39.7,467.0,0.619,5.0,1.4,0
29.3,54.8,44.1,664.0,0.134,12.0,13.7,1
27.9,54.5,29.0,368.0,0.574,6.0,3.5,0
31.9,80.7,59.3,477.0,0.369,10.0,4.0,2
19.0,88.3,47.3,627.0,0.51,20.0,14.8,0
38.1,33.9,23.7,793.0,0.881,12.0,33.4,2
20.2,85.4,68.1,287.0,0.182,2.0,11.0,1
30.5,38.9,39.6,274.0,0.473,28.0,19.1,1
15.9,39.5,20.5,350.0,0.769,9.0,32.9,1
20.4,55.8,24.7,243.0,0.494,5.0,2.2,1
35.1,54.3,61.8,256.0,0.48,2.0,14.9,0
24.4,31.9,67.2,345.0,0.95,6.0,23.4,0
31.0,71.7,54.2,742.0,0.688,3.0,20.9,0
27.4,72.2,59.1,464.0,0.788,2.0,22.2,0
25.4,79.0,57.5,526.0,0.709,2.0,6.2,0
34.2,52.2,46.9,348.0,0.649,1.0,12.2,0
24.6,59.3,43.3,634.0,0.848,5.0,23.6,0
15.3,59.5,46.6,858.0,0.95,6.0,14.5,0
21.2,90.4,49.8,360.0,0.317,8.0,3.0,0
29.3,9.0,26.1,830.0,0.614,9.0,3.7,2
28.4,42.8,49.7,586.0,0.612,4.0,21.4,0
16.6,60.1,61.3,523.0,0.543,4.0,0.4,0
21.7,40.5,34.7,592.0,0.797,7.0,15.2,0
22.5,55.4,33.0,590.0,0.666,2.0,17.4,0
23.8,57.7,45.6,854.0,0.95,10.0,13.3,0
17.7,48.2,27.6,614.0,0.818,5.0,17.5,1
22.2,61.2,16.9,617.0,0.866,11.0,17.3,1
21.6,71.3,56.4,444.0,0.404,7.0,0.7,0
30.6,55.7,30.8,671.0,0.475,5.0,1.5,1
30.9,51.8,38.3,348.0,0.49,14.0,5.1,1
25.1,57.0,28.2,540.0,0.858,1.0,13.2,1
23.6,59.9,58.4,1039.0,0.446,8.0,12.2,1
26.8,28.7,51.7,69.0,0.451,18.0,3.8,1
21.1,68.3,34.1,562.0,0.418,7.0,24.5,1
19.1,51.9,19.1,569.0,0.95,6.0,39.1,1
20.4,82.7,32.4,479.0,0.594,12.0,17.3,0
22.2,70.6,47.1,483.0,0.715,4.0,12.0,0
19.0,81.1,41.0,536.0,0.415,5.0,13.4,0
27.0,41.8,39.7,475.0,0.793,2.0,5.6,0
30.4,53.3,41.4,560.0,0.301,4.0,2.9,1
16.5,37.6,50.1,432.0,0.444,10.0,19.4,0
26.2,47.3,37.3,884.0,0.488,5.0,17.2,1
24.7,82.5,45.2,475.0,0.659,3.0,19.6,0
28.0,86.8,22.2,623.0,0.477,14.0,12.9,2
25.9,39.3,78.9,400.0,0.894,13.0,2.7,0
17.3,51.8,33.5,688.0,0.711,3.0,2.5,0
18.4,58.6,41.3,652.0,0.496,13.0,3.9,1
26.2,70.5,47.1,595.0,0.8,9.0,26.9,0
32.2,28.3,31.4,335.0,0.549,7.0,2.3,1
12.7,31.1,38.1,385.0,0.514,19.0,8.6,1
28.1,68.8,37.9,824.0,0.781,8.0,6.1,0
33.1,24.9,23.4,383.0,0.178,3.0,2.6,2
25.1,52.0,45.0,635.0,0.752,5.0,14.1,0
29.3,62.9,11.6,350.0,0.492,1.0,27.5,2
21.8,67.5,66.0,702.0,0.491,9.0,9.2,1
25.3,57.4,50.7,396.0,0.95,18.0,1.8,0
16.3,53.4,48.2,347.0,0.524,8.0,7.4,0
11.9,75.2,10.2,392.0,0.792,7.0,5.8,1
31.7,65.1,25.3,420.0,0.67,11.0,7.5,1
20.1,48.4,60.2,593.0,0.689,10.0,8.2,0
23.3,60.7,95.0,532.0,0.575,14.0,30.7,0
17.7,66.9,57.1,323.0,0.566,6.0,13.5,0
17.5,90.9,54.6,515.0,0.895,9.0,13.3,0
25.0,74.2,46.4,314.0,0.787,6.0,5.7,0
21.6,81.9,24.4,636.0,0.53,2.0,19.0,1
28.3,49.0,53.9,669.0,0.432,2.0,20.7,1
28.7,50.6,20.4,516.0,0.515,4.0,15.5,2
27.9,55.8,18.6,569.0,0.797,2.0,14.4,1
27.4,57.4,17.6,835.0,0.832,7.0,2.5,2
35.5,41.9,53.6,492.0,0.72,12.0,13.0,1
19.6,82.8,37.1,350.0,0.329,4.0,25.8,1
25.7,75.9,39.6,624.0,0.756,1.0,13.5,0
32.8,54.5,37.8,316.0,0.855,3.0,17.2,0
33.6,71.6,20.0,482.0,0.651,5.0,7.5,1
17.5,64.0,27.3,412.0,0.95,11.0,5.3,1
24.1,73.0,28.1,394.0,0.382,7.0,3.4,0
34.1,35.8,15.5,475.0,0.743,7.0,22.9,2
29.0,57.4,29.9,682.0,0.436,9.0,8.9,1
27.2,59.0,20.7,719.0,0.811,13.0,20.9,2
24.7,71.2,47.2,687.0,0.73,18.0,6.7,0
23.7,48.7,48.6,581.0,0.944,4.0,21.9,0
27.7,15.0,17.3,474.0,0.71,6.0,10.4,2
24.5,40.5,33.3,96.0,0.547,4.0,7.4,0
25.7,58.9,67.7,586.0,0.532,9.0,7.5,0
26.5,61.1,22.3,110.0,0.575,1.0,18.5,1
21.9,90.3,44.8,174.0,0.528,21.0,13.5,0
29.2,70.5,39.7,491.0,0.862,9.0,18.6,0
43.5,61.5,55.5,568.0,0.85,8.0,25.5,1
15.3,59.4,42.7,439.0,0.351,3.0,8.3,1
27.9,79.9,31.1,796.0,0.627,5.0,15.7,1
21.4,49.4,39.1,603.0,0.631,2.0,9.3,1
29.5,57.5,39.3,475.0,0.479,3.0,7.0,0
26.3,40.4,36.5,770.0,0.699,13.0,13.6,0
30.6,85.5,16.9,802.0,0.883,1.0,2.4,1
33.1,67.1,57.9,612.0,0.781,24.0,20.0,0
27.2,47.3,55.1,380.0,0.862,14.0,12.5,0
32.8,57.9,21.3,421.0,0.491,8.0,5.5,1
11.9,69.2,33.2,260.0,0.627,3.0,12.7,0
35.5,55.5,34.4,512.0,0.482,10.0,1.7,1
28.3,50.4,19.5,331.0,0.663,10.0,3.3,1
32.5,48.2,8.1,461.0,0.679,4.0,3.4,2
18.7,66.1,27.3,567.0,0.793,9.0,3.0,1
21.0,53.6,32.3,163.0,0.856,5.0,8.5,0
26.9,51.8,14.9,293.0,0.744,1.0,12.6,1
25.9,36.0,40.8,429.0,0.465,2.0,49.0,0
27.7,61.4,56.6,511.0,0.377,14.0,22.2,2
32.5,56.7,51.5,431.0,0.714,4.0,1.2,0
15.4,54.2,36.0,471.0,0.89,3.0,31.2,0
31.8,63.6,8.6,393.0,0.616,7.0,5.6,2
26.0,73.5,49.5,259.0,0.345,1.0,14.8,1
24.8,72.6,40.3,424.0,0.95,6.0,8.7,0
17.2,69.9,44.8,482.0,0.708,7.0,32.6,0
29.0,55.7,69.0,464.0,0.651,10.0,20.8,0
11.5,49.8,24.8,540.0,0.41,2.0,29.4,2
29.9,41.2,3.0,595.0,0.623,4.0,15.4,2
17.0,49.3,21.1,643.0,0.744,7.0,6.7,0
26.3,60.4,45.8,406.0,0.711,3.0,17.1,0
25.3,45.8,38.4,236.0,0.498,8.0,25.5,1
33.0,61.7,18.5,749.0,0.61,7.0,4.8,2
24.9,42.6,15.3,589.0,0.509,1.0,14.0,2
21.8,30.1,32.3,348.0,0.92,12.0,19.2,0
23.0,74.7,18.1,570.0,0.781,3.0,6.2,1
33.6,51.5,46.3,712.0,0.526,7.0,7.5,1
29.2,44.9,31.4,831.0,0.41,21.0,9.4,1
23.7,40.3,28.0,565.0,0.67,3.0,14.1,1
24.6,67.6,25.9,711.0,0.531,9.0,10.4,1
16.6,84.7,42.2,302.0,0.545,25.0,11.3,0
28.3,52.7,38.7,514.0,0.416,10.0,35.0,1
15.4,56.1,41.2,460.0,0.438,14.0,10.1,0
30.5,79.3,40.9,582.0,0.649,2.0,27.9,0
26.8,27.4,36.8,810.0,0.572,18.0,45.7,1
40.3,95.4,21.5,565.0,0.95,1.0,5.2,2
19.4,100.0,26.3,351.0,0.727,10.0,21.3,0
25.4,11.3,31.7,293.0,0.413,6.0,7.1,1
36.8,58.2,71.0,816.0,0.344,5.0,20.6,1
33.1,47.1,16.4,612.0,0.692,4.0,6.9,1
21.8,55.2,31.3,601.0,0.549,10.0,1.0,1
27.3,52.5,39.6,458.0,0.86,3.0,18.4,0
